date,tnk_numb,yapa,sio_si,b_one,b_two,b_three,b_four,b_five,b_six,tnk_0-9
2006-01-11,21 - 14 - 22 - 05 - 29 - 08,34,,21,14,22,5,29,8,"05, 08, 14, 21, 22, 29"
2006-01-08,24 - 04 - 07 - 41 - 23 - 11,13,,24,4,7,41,23,11,"04, 07, 11, 23, 24, 41"
2006-01-04,03 - 16 - 41 - 11 - 44 - 40,1,,3,16,41,11,44,40,"03, 11, 16, 40, 41, 44"
2006-01-01,23 - 24 - 03 - 40 - 14 - 30,34,,23,24,3,40,14,30,"03, 14, 23, 24, 30, 40"
2005-12-28,45 - 11 - 44 - 35 - 18 - 12,14,,45,11,44,35,18,12,"11, 12, 18, 35, 44, 45"
2005-12-25,37 - 45 - 26 - 01 - 11 - 41,20,36 - 27 - 10 - 17,37,45,26,1,11,41,"01, 11, 26, 37, 41, 45"
2005-12-21,25 - 37 - 16 - 15 - 27 - 20,13,,25,37,16,15,27,20,"15, 16, 20, 25, 27, 37"
2005-12-18,29 - 23 - 43 - 20 - 36 - 35,10,45 - 02 - 38 - 32,29,23,43,20,36,35,"20, 23, 29, 35, 36, 43"
2005-12-14,38 - 37 - 04 - 35 - 45 - 34,3,,38,37,4,35,45,34,"04, 34, 35, 37, 38, 45"
2005-12-11,36 - 30 - 22 - 29 - 19 - 20,11,,36,30,22,29,19,20,"19, 20, 22, 29, 30, 36"
2005-12-07,39 - 23 - 44 - 07 - 33 - 03,2,,39,23,44,7,33,3,"03, 07, 23, 33, 39, 44"
2005-12-04,05 - 12 - 20 - 17 - 04 - 43,13,,5,12,20,17,4,43,"04, 05, 12, 17, 20, 43"
2005-11-30,39 - 31 - 34 - 06 - 23 - 42,1,,39,31,34,6,23,42,"06, 23, 31, 34, 39, 42"
2005-11-27,34 - 20 - 33 - 01 - 05 - 07,38,,34,20,33,1,5,7,"01, 05, 07, 20, 33, 34"
2005-11-23,23 - 18 - 35 - 17 - 09 - 25,8,,23,18,35,17,9,25,"09, 17, 18, 23, 25, 35"
2005-11-20,26 - 09 - 34 - 32 - 07 - 31,8,,26,9,34,32,7,31,"07, 09, 26, 31, 32, 34"
2005-11-16,16 - 31 - 26 - 13 - 01 - 30,37,,16,31,26,13,1,30,"01, 13, 16, 26, 30, 31"
2005-11-13,36 - 28 - 17 - 18 - 08 - 12,13,,36,28,17,18,8,12,"08, 12, 17, 18, 28, 36"
2005-11-09,26 - 37 - 05 - 39 - 25 - 13,9,,26,37,5,39,25,13,"05, 13, 25, 26, 37, 39"
2005-11-06,08 - 36 - 40 - 35 - 32 - 02,26,,8,36,40,35,32,2,"02, 08, 32, 35, 36, 40"
2005-11-02,03 - 20 - 23 - 06 - 26 - 18,2,,3,20,23,6,26,18,"03, 06, 18, 20, 23, 26"
2005-10-30,15 - 28 - 30 - 43 - 34 - 23,1,,15,28,30,43,34,23,"15, 23, 28, 30, 34, 43"
2005-10-26,15 - 14 - 22 - 09 - 03 - 08,37,,15,14,22,9,3,8,"03, 08, 09, 14, 15, 22"
2005-10-23,07 - 05 - 41 - 01 - 35 - 15,11,,7,5,41,1,35,15,"01, 05, 07, 15, 35, 41"
2005-10-19,32 - 24 - 29 - 07 - 08 - 33,11,,32,24,29,7,8,33,"07, 08, 24, 29, 32, 33"
2005-10-16,12 - 30 - 25 - 18 - 05 - 16,13,,12,30,25,18,5,16,"05, 12, 16, 18, 25, 30"
2005-10-12,21 - 08 - 05 - 24 - 35 - 40,37,,21,8,5,24,35,40,"05, 08, 21, 24, 35, 40"
2005-10-09,23 - 29 - 14 - 09 - 42 - 45,32,,23,29,14,9,42,45,"09, 14, 23, 29, 42, 45"
2005-10-05,19 - 40 - 15 - 23 - 26 - 37,22,,19,40,15,23,26,37,"15, 19, 23, 26, 37, 40"
2005-10-02,16 - 40 - 05 - 26 - 36 - 31,34,,16,40,5,26,36,31,"05, 16, 26, 31, 36, 40"
2005-09-28,20 - 41 - 42 - 15 - 10 - 09,26,,20,41,42,15,10,9,"09, 10, 15, 20, 41, 42"
2005-09-25,36 - 11 - 17 - 14 - 43 - 19,27,,36,11,17,14,43,19,"11, 14, 17, 19, 36, 43"
2005-09-21,40 - 37 - 08 - 24 - 19 - 29,7,,40,37,8,24,19,29,"08, 19, 24, 29, 37, 40"
2005-09-18,12 - 23 - 35 - 05 - 10 - 02,21,,12,23,35,5,10,2,"02, 05, 10, 12, 23, 35"
2005-09-14,29 - 15 - 13 - 24 - 22 - 36,38,,29,15,13,24,22,36,"13, 15, 22, 24, 29, 36"
2005-09-11,16 - 09 - 34 - 45 - 12 - 07,24,,16,9,34,45,12,7,"07, 09, 12, 16, 34, 45"
2005-09-07,30 - 41 - 32 - 20 - 27 - 36,40,,30,41,32,20,27,36,"20, 27, 30, 32, 36, 41"
2005-09-04,13 - 08 - 25 - 41 - 28 - 01,15,,13,8,25,41,28,1,"01, 08, 13, 25, 28, 41"
2005-08-31,18 - 13 - 16 - 30 - 24 - 42,17,,18,13,16,30,24,42,"13, 16, 18, 24, 30, 42"
2005-08-28,11 - 24 - 37 - 12 - 04 - 10,45,,11,24,37,12,4,10,"04, 10, 11, 12, 24, 37"
2005-08-24,36 - 26 - 12 - 31 - 45 - 24,27,,36,26,12,31,45,24,"12, 24, 26, 31, 36, 45"
2005-08-21,45 - 36 - 35 - 16 - 37 - 09,13,,45,36,35,16,37,9,"09, 16, 35, 36, 37, 45"
2005-08-17,18 - 12 - 37 - 02 - 16 - 21,34,,18,12,37,2,16,21,"02, 12, 16, 18, 21, 37"
2005-08-14,13 - 23 - 18 - 27 - 10 - 11,5,,13,23,18,27,10,11,"10, 11, 13, 18, 23, 27"
2005-08-10,12 - 31 - 37 - 22 - 07 - 20,42,,12,31,37,22,7,20,"07, 12, 20, 22, 31, 37"
2005-08-07,24 - 21 - 09 - 08 - 16 - 40,12,,24,21,9,8,16,40,"08, 09, 16, 21, 24, 40"
2005-08-03,37 - 15 - 06 - 10 - 36 - 25,32,,37,15,6,10,36,25,"06, 10, 15, 25, 36, 37"
2005-07-31,02 - 25 - 26 - 32 - 15 - 39,18,,2,25,26,32,15,39,"02, 15, 25, 26, 32, 39"
2005-07-27,18 - 45 - 06 - 40 - 11 - 24,33,,18,45,6,40,11,24,"06, 11, 18, 24, 40, 45"
2005-07-24,06 - 31 - 10 - 01 - 02 - 19,5,,6,31,10,1,2,19,"01, 02, 06, 10, 19, 31"
2005-07-20,17 - 36 - 12 - 23 - 29 - 38,6,,17,36,12,23,29,38,"12, 17, 23, 29, 36, 38"
2005-07-17,44 - 39 - 41 - 10 - 02 - 32,3,,44,39,41,10,2,32,"02, 10, 32, 39, 41, 44"
2005-07-13,08 - 03 - 37 - 44 - 13 - 31,28,,8,3,37,44,13,31,"03, 08, 13, 31, 37, 44"
2005-07-10,06 - 40 - 18 - 28 - 12 - 16,44,,6,40,18,28,12,16,"06, 12, 16, 18, 28, 40"
2005-07-06,04 - 30 - 26 - 36 - 23 - 45,12,,4,30,26,36,23,45,"04, 23, 26, 30, 36, 45"
2005-07-03,01 - 34 - 18 - 35 - 37 - 27,15,,1,34,18,35,37,27,"01, 18, 27, 34, 35, 37"
2005-06-29,39 - 31 - 37 - 41 - 07 - 21,30,,39,31,37,41,7,21,"07, 21, 31, 37, 39, 41"
2005-06-26,13 - 36 - 34 - 33 - 24 - 32,4,,13,36,34,33,24,32,"13, 24, 32, 33, 34, 36"
2005-06-22,37 - 07 - 30 - 02 - 01 - 27,5,,37,7,30,2,1,27,"01, 02, 07, 27, 30, 37"
2005-06-19,35 - 20 - 42 - 08 - 19 - 15,21,,35,20,42,8,19,15,"08, 15, 19, 20, 35, 42"
2005-06-15,43 - 38 - 40 - 22 - 16 - 34,3,,43,38,40,22,16,34,"16, 22, 34, 38, 40, 43"
2005-06-12,35 - 37 - 12 - 10 - 21 - 17,11,,35,37,12,10,21,17,"10, 12, 17, 21, 35, 37"
2005-06-08,41 - 11 - 04 - 07 - 10 - 06,45,,41,11,4,7,10,6,"04, 06, 07, 10, 11, 41"
2005-06-05,34 - 20 - 38 - 41 - 43 - 03,28,,34,20,38,41,43,3,"03, 20, 34, 38, 41, 43"
2005-06-01,37 - 06 - 32 - 18 - 19 - 08,14,,37,6,32,18,19,8,"06, 08, 18, 19, 32, 37"
2005-05-29,10 - 37 - 33 - 03 - 18 - 35,20,,10,37,33,3,18,35,"03, 10, 18, 33, 35, 37"
2005-05-25,16 - 24 - 29 - 08 - 36 - 40,27,,16,24,29,8,36,40,"08, 16, 24, 29, 36, 40"
2005-05-22,25 - 22 - 44 - 38 - 33 - 42,43,,25,22,44,38,33,42,"22, 25, 33, 38, 42, 44"
2005-05-18,28 - 16 - 05 - 23 - 06 - 35,1,,28,16,5,23,6,35,"05, 06, 16, 23, 28, 35"
2005-05-15,34 - 06 - 04 - 45 - 41 - 17,1,,34,6,4,45,41,17,"04, 06, 17, 34, 41, 45"
2005-05-11,27 - 23 - 28 - 12 - 16 - 04,32,,27,23,28,12,16,4,"04, 12, 16, 23, 27, 28"
2005-05-08,04 - 39 - 30 - 25 - 40 - 42,26,,4,39,30,25,40,42,"04, 25, 30, 39, 40, 42"
2005-05-04,25 - 21 - 05 - 02 - 17 - 27,44,,25,21,5,2,17,27,"02, 05, 17, 21, 25, 27"
2005-05-01,07 - 25 - 05 - 14 - 30 - 10,22,,7,25,5,14,30,10,"05, 07, 10, 14, 25, 30"
2005-04-27,25 - 32 - 21 - 05 - 45 - 40,6,,25,32,21,5,45,40,"05, 21, 25, 32, 40, 45"
2005-04-24,23 - 06 - 36 - 22 - 09 - 05,4,,23,6,36,22,9,5,"05, 06, 09, 22, 23, 36"
2005-04-20,44 - 12 - 08 - 29 - 15 - 33,6,,44,12,8,29,15,33,"08, 12, 15, 29, 33, 44"
2005-04-17,33 - 10 - 17 - 01 - 23 - 27,38,,33,10,17,1,23,27,"01, 10, 17, 23, 27, 33"
2005-04-13,23 - 20 - 15 - 45 - 11 - 29,2,,23,20,15,45,11,29,"11, 15, 20, 23, 29, 45"
2005-04-10,23 - 11 - 36 - 20 - 14 - 28,33,,23,11,36,20,14,28,"11, 14, 20, 23, 28, 36"
2005-04-06,27 - 32 - 19 - 08 - 02 - 24,43,,27,32,19,8,2,24,"02, 08, 19, 24, 27, 32"
2005-04-03,05 - 21 - 24 - 17 - 40 - 16,26,,5,21,24,17,40,16,"05, 16, 17, 21, 24, 40"
2005-03-30,14 - 12 - 07 - 05 - 31 - 41,4,,14,12,7,5,31,41,"05, 07, 12, 14, 31, 41"
2005-03-27,42 - 05 - 35 - 27 - 45 - 06,34,,42,5,35,27,45,6,"05, 06, 27, 35, 42, 45"
2005-03-23,44 - 22 - 43 - 21 - 40 - 05,35,,44,22,43,21,40,5,"05, 21, 22, 40, 43, 44"
2005-03-20,04 - 41 - 43 - 45 - 09 - 23,28,,4,41,43,45,9,23,"04, 09, 23, 41, 43, 45"
2005-03-16,02 - 18 - 26 - 14 - 05 - 07,24,,2,18,26,14,5,7,"02, 05, 07, 14, 18, 26"
2005-03-13,36 - 03 - 27 - 42 - 15 - 34,38,,36,3,27,42,15,34,"03, 15, 27, 34, 36, 42"
2005-03-09,01 - 04 - 26 - 20 - 40 - 44,24,,1,4,26,20,40,44,"01, 04, 20, 26, 40, 44"
2005-03-06,22 - 02 - 33 - 13 - 01 - 21,27,,22,2,33,13,1,21,"01, 02, 13, 21, 22, 33"
2005-03-02,17 - 42 - 01 - 18 - 06 - 34,16,05 - 23 - 25 - 07,17,42,1,18,6,34,"01, 06, 17, 18, 34, 42"
2005-02-27,04 - 43 - 29 - 38 - 07 - 14,5,34 - 32 - 16 - 11,4,43,29,38,7,14,"04, 07, 14, 29, 38, 43"
2005-02-23,18 - 42 - 40 - 26 - 10 - 04,14,,18,42,40,26,10,4,"04, 10, 18, 26, 40, 42"
2005-02-20,44 - 21 - 09 - 45 - 37 - 28,12,,44,21,9,45,37,28,"09, 21, 28, 37, 44, 45"
2005-02-16,20 - 45 - 21 - 16 - 19 - 14,44,,20,45,21,16,19,14,"14, 16, 19, 20, 21, 45"
2005-02-13,06 - 41 - 28 - 39 - 34 - 43,4,,6,41,28,39,34,43,"06, 28, 34, 39, 41, 43"
2005-02-09,13 - 31 - 30 - 20 - 09 - 24,14,,13,31,30,20,9,24,"09, 13, 20, 24, 30, 31"
2005-02-05,02 - 25 - 03 - 40 - 11 - 22,44,,2,25,3,40,11,22,"02, 03, 11, 22, 25, 40"
2005-02-02,13 - 36 - 22 - 10 - 32 - 01,16,,13,36,22,10,32,1,"01, 10, 13, 22, 32, 36"
2005-01-30,26 - 21 - 01 - 29 - 32 - 35,37,,26,21,1,29,32,35,"01, 21, 26, 29, 32, 35"
2005-01-26,28 - 26 - 02 - 10 - 41 - 17,29,,28,26,2,10,41,17,"02, 10, 17, 26, 28, 41"
2005-01-23,35 - 36 - 45 - 38 - 44 - 19,14,,35,36,45,38,44,19,"19, 35, 36, 38, 44, 45"
2005-01-19,11 - 21 - 25 - 19 - 41 - 12,32,,11,21,25,19,41,12,"11, 12, 19, 21, 25, 41"
2005-01-16,34 - 10 - 12 - 16 - 31 - 17,22,,34,10,12,16,31,17,"10, 12, 16, 17, 31, 34"
2005-01-12,06 - 29 - 13 - 44 - 04 - 21,28,,6,29,13,44,4,21,"04, 06, 13, 21, 29, 44"
2005-01-09,21 - 09 - 45 - 18 - 22 - 12,27,,21,9,45,18,22,12,"09, 12, 18, 21, 22, 45"
2005-01-05,18 - 44 - 21 - 16 - 10 - 35,39,,18,44,21,16,10,35,"10, 16, 18, 21, 35, 44"
2005-01-02,34 - 24 - 13 - 29 - 38 - 31,25,,34,24,13,29,38,31,"13, 24, 29, 31, 34, 38"
2004-12-29,05 - 14 - 17 - 12 - 21 - 39,10,,5,14,17,12,21,39,"05, 12, 14, 17, 21, 39"
2004-12-26,12 - 10 - 39 - 20 - 14 - 30,44,,12,10,39,20,14,30,"10, 12, 14, 20, 30, 39"
2004-12-22,25 - 17 - 02 - 03 - 27 - 01,28,,25,17,2,3,27,1,"01, 02, 03, 17, 25, 27"
2004-12-19,44 - 23 - 38 - 12 - 01 - 34,5,,44,23,38,12,1,34,"01, 12, 23, 34, 38, 44"
2004-12-15,10 - 44 - 26 - 17 - 04 - 29,25,,10,44,26,17,4,29,"04, 10, 17, 26, 29, 44"
2004-12-12,22 - 14 - 02 - 20 - 37 - 38,21,,22,14,2,20,37,38,"02, 14, 20, 22, 37, 38"
2004-12-08,14 - 45 - 18 - 37 - 36 - 31,4,,14,45,18,37,36,31,"14, 18, 31, 36, 37, 45"
2004-12-05,09 - 27 - 37 - 22 - 34 - 10,1,,9,27,37,22,34,10,"09, 10, 22, 27, 34, 37"
2004-12-01,08 - 24 - 14 - 22 - 42 - 23,30,,8,24,14,22,42,23,"08, 14, 22, 23, 24, 42"
2004-11-28,37 - 30 - 35 - 40 - 12 - 24,29,,37,30,35,40,12,24,"12, 24, 30, 35, 37, 40"
2004-11-24,29 - 19 - 27 - 30 - 07 - 13,39,,29,19,27,30,7,13,"07, 13, 19, 27, 29, 30"
2004-11-21,21 - 14 - 38 - 28 - 01 - 27,10,,21,14,38,28,1,27,"01, 14, 21, 27, 28, 38"
2004-11-17,17 - 20 - 10 - 38 - 27 - 14,44,,17,20,10,38,27,14,"10, 14, 17, 20, 27, 38"
2004-11-14,37 - 42 - 19 - 36 - 41 - 05,9,,37,42,19,36,41,5,"05, 19, 36, 37, 41, 42"
2004-11-10,28 - 16 - 31 - 17 - 39 - 32,18,,28,16,31,17,39,32,"16, 17, 28, 31, 32, 39"
2004-11-07,37 - 16 - 08 - 36 - 04 - 40,45,,37,16,8,36,4,40,"04, 08, 16, 36, 37, 40"
2004-11-03,33 - 43 - 02 - 29 - 28 - 23,27,,33,43,2,29,28,23,"02, 23, 28, 29, 33, 43"
2004-10-31,02 - 26 - 28 - 07 - 27 - 33,40,,2,26,28,7,27,33,"02, 07, 26, 27, 28, 33"
2004-10-27,07 - 40 - 02 - 36 - 11 - 29,14,,7,40,2,36,11,29,"02, 07, 11, 29, 36, 40"
2004-10-24,32 - 28 - 33 - 12 - 09 - 17,10,,32,28,33,12,9,17,"09, 12, 17, 28, 32, 33"
2004-10-20,07 - 17 - 20 - 05 - 33 - 10,22,,7,17,20,5,33,10,"05, 07, 10, 17, 20, 33"
2004-10-17,45 - 30 - 27 - 42 - 38 - 44,3,,45,30,27,42,38,44,"27, 30, 38, 42, 44, 45"
2004-10-13,40 - 30 - 37 - 29 - 14 - 45,15,,40,30,37,29,14,45,"14, 29, 30, 37, 40, 45"
2004-10-10,11 - 40 - 19 - 21 - 27 - 37,3,,11,40,19,21,27,37,"11, 19, 21, 27, 37, 40"
2004-10-06,24 - 05 - 31 - 07 - 19 - 14,9,,24,5,31,7,19,14,"05, 07, 14, 19, 24, 31"
2004-10-03,01 - 15 - 40 - 37 - 36 - 24,32,,1,15,40,37,36,24,"01, 15, 24, 36, 37, 40"
2004-09-29,02 - 37 - 05 - 14 - 42 - 12,25,,2,37,5,14,42,12,"02, 05, 12, 14, 37, 42"
2004-09-26,23 - 12 - 11 - 16 - 41 - 34,40,,23,12,11,16,41,34,"11, 12, 16, 23, 34, 41"
2004-09-22,33 - 23 - 43 - 27 - 15 - 29,37,,33,23,43,27,15,29,"15, 23, 27, 29, 33, 43"
2004-09-19,30 - 20 - 31 - 27 - 33 - 11,23,,30,20,31,27,33,11,"11, 20, 27, 30, 31, 33"
2004-09-15,43 - 36 - 04 - 35 - 24 - 39,2,,43,36,4,35,24,39,"04, 24, 35, 36, 39, 43"
2004-09-12,05 - 23 - 12 - 26 - 41 - 16,45,,5,23,12,26,41,16,"05, 12, 16, 23, 26, 41"
2004-09-08,22 - 37 - 20 - 43 - 41 - 18,12,,22,37,20,43,41,18,"18, 20, 22, 37, 41, 43"
2004-09-05,16 - 15 - 43 - 32 - 40 - 03,19,22 - 12 - 24 - 44,16,15,43,32,40,3,"03, 15, 16, 32, 40, 43"
2004-09-01,42 - 04 - 15 - 45 - 19 - 05,2,13 - 39 - 41 - 31,42,4,15,45,19,5,"04, 05, 15, 19, 42, 45"
2004-08-29,39 - 32 - 16 - 26 - 34 - 22,10,,39,32,16,26,34,22,"16, 22, 26, 32, 34, 39"
2004-08-25,28 - 07 - 02 - 45 - 35 - 39,5,,28,7,2,45,35,39,"02, 07, 28, 35, 39, 45"
2004-08-22,10 - 44 - 14 - 30 - 32 - 11,5,,10,44,14,30,32,11,"10, 11, 14, 30, 32, 44"
2004-08-18,14 - 34 - 43 - 15 - 03 - 22,38,,14,34,43,15,3,22,"03, 14, 15, 22, 34, 43"
2004-08-15,38 - 11 - 28 - 35 - 36 - 41,6,,38,11,28,35,36,41,"11, 28, 35, 36, 38, 41"
2004-08-11,34 - 37 - 39 - 24 - 32 - 36,8,,34,37,39,24,32,36,"24, 32, 34, 36, 37, 39"
2004-08-08,20 - 34 - 22 - 15 - 31 - 43,14,,20,34,22,15,31,43,"15, 20, 22, 31, 34, 43"
2004-08-04,16 - 05 - 20 - 29 - 27 - 15,36,,16,5,20,29,27,15,"05, 15, 16, 20, 27, 29"
2004-08-01,41 - 42 - 44 - 45 - 01 - 21,36,,41,42,44,45,1,21,"01, 21, 41, 42, 44, 45"
2004-07-28,31 - 09 - 21 - 10 - 42 - 30,45,,31,9,21,10,42,30,"09, 10, 21, 30, 31, 42"
2004-07-25,25 - 38 - 13 - 10 - 16 - 24,34,,25,38,13,10,16,24,"10, 13, 16, 24, 25, 38"
2004-07-21,32 - 45 - 08 - 28 - 24 - 35,22,,32,45,8,28,24,35,"08, 24, 28, 32, 35, 45"
2004-07-18,25 - 01 - 20 - 09 - 31 - 12,15,,25,1,20,9,31,12,"01, 09, 12, 20, 25, 31"
2004-07-14,05 - 10 - 08 - 02 - 43 - 41,13,,5,10,8,2,43,41,"02, 05, 08, 10, 41, 43"
2004-07-11,03 - 20 - 36 - 29 - 42 - 32,8,,3,20,36,29,42,32,"03, 20, 29, 32, 36, 42"
2004-07-07,30 - 04 - 23 - 28 - 02 - 11,8,,30,4,23,28,2,11,"02, 04, 11, 23, 28, 30"
2004-07-04,07 - 44 - 45 - 03 - 28 - 06,43,,7,44,45,3,28,6,"03, 06, 07, 28, 44, 45"
2004-06-30,34 - 26 - 31 - 16 - 03 - 40,38,,34,26,31,16,3,40,"03, 16, 26, 31, 34, 40"
2004-06-27,11 - 23 - 26 - 16 - 20 - 18,5,,11,23,26,16,20,18,"11, 16, 18, 20, 23, 26"
2004-06-23,38 - 02 - 41 - 04 - 14 - 35,10,,38,2,41,4,14,35,"02, 04, 14, 35, 38, 41"
2004-06-20,20 - 29 - 19 - 32 - 43 - 01,11,,20,29,19,32,43,1,"01, 19, 20, 29, 32, 43"
2004-06-16,04 - 16 - 29 - 18 - 41 - 26,40,,4,16,29,18,41,26,"04, 16, 18, 26, 29, 41"
2004-06-13,31 - 20 - 27 - 39 - 34 - 26,6,,31,20,27,39,34,26,"20, 26, 27, 31, 34, 39"
2004-06-09,45 - 14 - 38 - 09 - 02 - 42,19,,45,14,38,9,2,42,"02, 09, 14, 38, 42, 45"
2004-06-06,09 - 08 - 22 - 11 - 02 - 38,13,,9,8,22,11,2,38,"02, 08, 09, 11, 22, 38"
2004-06-02,25 - 36 - 20 - 05 - 45 - 41,14,,25,36,20,5,45,41,"05, 20, 25, 36, 41, 45"
2004-05-30,01 - 13 - 45 - 27 - 16 - 12,6,,1,13,45,27,16,12,"01, 12, 13, 16, 27, 45"
2004-05-26,43 - 09 - 38 - 15 - 27 - 39,26,,43,9,38,15,27,39,"09, 15, 27, 38, 39, 43"
2004-05-23,40 - 16 - 09 - 25 - 28 - 20,34,,40,16,9,25,28,20,"09, 16, 20, 25, 28, 40"
2004-05-19,27 - 36 - 11 - 42 - 12 - 41,33,,27,36,11,42,12,41,"11, 12, 27, 36, 41, 42"
2004-05-16,07 - 03 - 35 - 34 - 24 - 15,11,,7,3,35,34,24,15,"03, 07, 15, 24, 34, 35"
2004-05-09,38 - 04 - 40 - 28 - 36 - 39,15,,38,4,40,28,36,39,"04, 28, 36, 38, 39, 40"
2004-05-02,41 - 22 - 08 - 18 - 13 - 11,2,,41,22,8,18,13,11,"08, 11, 13, 18, 22, 41"
2004-04-25,33 - 13 - 40 - 12 - 36 - 38,19,,33,13,40,12,36,38,"12, 13, 33, 36, 38, 40"
2004-04-18,18 - 31 - 27 - 45 - 42 - 06,11,,18,31,27,45,42,6,"06, 18, 27, 31, 42, 45"
2004-04-11,29 - 36 - 18 - 28 - 03 - 04,10,,29,36,18,28,3,4,"03, 04, 18, 28, 29, 36"
2004-04-04,45 - 10 - 19 - 24 - 42 - 30,16,,45,10,19,24,42,30,"10, 19, 24, 30, 42, 45"
2004-03-28,30 - 12 - 45 - 44 - 19 - 39,3,,30,12,45,44,19,39,"12, 19, 30, 39, 44, 45"
2004-03-21,13 - 19 - 37 - 26 - 42 - 24,1,,13,19,37,26,42,24,"13, 19, 24, 26, 37, 42"
2004-03-14,29 - 13 - 43 - 21 - 26 - 05,9,,29,13,43,21,26,5,"05, 13, 21, 26, 29, 43"
2004-03-07,09 - 17 - 22 - 44 - 34 - 41,36,,9,17,22,44,34,41,"09, 17, 22, 34, 41, 44"
2004-02-29,37 - 22 - 25 - 15 - 14 - 04,33,,37,22,25,15,14,4,"04, 14, 15, 22, 25, 37"
2004-02-22,19 - 28 - 30 - 11 - 12 - 34,32,,19,28,30,11,12,34,"11, 12, 19, 28, 30, 34"
2004-02-15,25 - 17 - 30 - 45 - 43 - 16,26,,25,17,30,45,43,16,"16, 17, 25, 30, 43, 45"
2004-02-08,17 - 43 - 41 - 30 - 15 - 33,12,,17,43,41,30,15,33,"15, 17, 30, 33, 41, 43"
2004-02-01,23 - 25 - 34 - 28 - 11 - 35,24,06 - 38 - 02 - 07,23,25,34,28,11,35,"11, 23, 25, 28, 34, 35"
2004-01-25,23 - 18 - 36 - 06 - 39 - 27,19,30 - 26 - 07 - 33,23,18,36,6,39,27,"06, 18, 23, 27, 36, 39"
2004-01-18,34 - 44 - 11 - 01 - 39 - 35,13,33 - 10 - 14 - 04,34,44,11,1,39,35,"01, 11, 34, 35, 39, 44"
2004-01-11,19 - 22 - 40 - 01 - 12 - 37,16,34 - 24 - 06 - 27,19,22,40,1,12,37,"01, 12, 19, 22, 37, 40"
2004-01-04,22 - 16 - 06 - 41 - 31 - 28,27,11 - 13 - 14 - 40,22,16,6,41,31,28,"06, 16, 22, 28, 31, 41"
2003-12-28,28 - 19 - 02 - 15 - 07 - 21,32,,28,19,2,15,7,21,"02, 07, 15, 19, 21, 28"
2003-12-21,18 - 30 - 19 - 33 - 42 - 40,4,07 - 17 - 23 - 16,18,30,19,33,42,40,"18, 19, 30, 33, 40, 42"
2003-12-14,01 - 41 - 26 - 17 - 28 - 27,25,16 - 37 - 23 - 19,1,41,26,17,28,27,"01, 17, 26, 27, 28, 41"
2003-12-07,02 - 39 - 14 - 42 - 15 - 37,12,13 - 26 - 09 - 10,2,39,14,42,15,37,"02, 14, 15, 37, 39, 42"
2003-11-30,01 - 02 - 39 - 41 - 18 - 34,27,25 - 29 - 12 - 07,1,2,39,41,18,34,"01, 02, 18, 34, 39, 41"
2003-11-23,27 - 32 - 24 - 03 - 13 - 06,26,11 - 16 - 19 - 25,27,32,24,3,13,6,"03, 06, 13, 24, 27, 32"
2003-11-16,17 - 12 - 35 - 05 - 15 - 18,32,44 - 03 - 13 - 36,17,12,35,5,15,18,"05, 12, 15, 17, 18, 35"
2003-11-09,18 - 43 - 35 - 19 - 40 - 14,34,21 - 27 - 45 - 23,18,43,35,19,40,14,"14, 18, 19, 35, 40, 43"
2003-11-02,11 - 43 - 17 - 20 - 30 - 04,8,19 - 37 - 27 - 41,11,43,17,20,30,4,"04, 11, 17, 20, 30, 43"
2003-10-26,36 - 09 - 07 - 18 - 13 - 15,31,43 - 20 - 21 - 12,36,9,7,18,13,15,"07, 09, 13, 15, 18, 36"
2003-10-19,02 - 21 - 42 - 10 - 17 - 14,6,36 - 38 - 39 - 09,2,21,42,10,17,14,"02, 10, 14, 17, 21, 42"
2003-10-12,19 - 21 - 41 - 17 - 22 - 38,1,43 - 15 - 26 - 27,19,21,41,17,22,38,"17, 19, 21, 22, 38, 41"
2003-10-05,40 - 41 - 23 - 06 - 44 - 18,27,34 - 19 - 38 - 37,40,41,23,6,44,18,"06, 18, 23, 40, 41, 44"
2003-09-28,28 - 42 - 40 - 11 - 22 - 37,5,,28,42,40,11,22,37,"11, 22, 28, 37, 40, 42"
2003-09-21,38 - 45 - 21 - 24 - 41 - 29,33,40 - 04 - 39 - 18,38,45,21,24,41,29,"21, 24, 29, 38, 41, 45"
2003-09-14,23 - 10 - 22 - 45 - 21 - 09,43,15 - 03 - 07 - 37,23,10,22,45,21,9,"09, 10, 21, 22, 23, 45"
2003-09-07,08 - 19 - 15 - 07 - 44 - 20,38,05 - 16 - 29 - 28,8,19,15,7,44,20,"07, 08, 15, 19, 20, 44"
2003-08-31,08 - 36 - 41 - 02 - 14 - 03,38,45 - 18 - 39 - 04,8,36,41,2,14,3,"02, 03, 08, 14, 36, 41"
2003-08-24,30 - 22 - 11 - 07 - 04 - 10,41,03 - 15 - 06 - 37,30,22,11,7,4,10,"04, 07, 10, 11, 22, 30"
2003-08-17,30 - 45 - 41 - 18 - 21 - 36,3,05 - 29 - 12 - 26,30,45,41,18,21,36,"18, 21, 30, 36, 41, 45"
2003-08-10,14 - 30 - 27 - 16 - 35 - 22,39,12 - 38 - 34 - 20,14,30,27,16,35,22,"14, 16, 22, 27, 30, 35"
2003-08-03,03 - 15 - 26 - 43 - 33 - 41,5,37 - 31 - 29 - 32,3,15,26,43,33,41,"03, 15, 26, 33, 41, 43"
